Loyalty_Card,Implied_Gender,Residence_Type,Age,Discount_Prg,Celebrated_Valentines,Pregnancy_Test,Birth_Control,Feminine_Hygiene,ThanksGiving_Shopping,Number_Shopping_trips,Folic_Acid,Prenatal_Vitamins,Prenatal_Yoga,Body_Pillow,Ginger_Ale,Nausea_tablets,Stopped_buying_ciggies,Cigarettes,Smoking_Cessation,Stopped_buying_wine,Wine,Maternity_Clothes,PREGNANT
WalG838247,Male,Apartment,69,Yes,Yes,Yes,Yes,Yes,Yes,94,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
WalG838248,Male,Home,36,Yes,Yes,Yes,Yes,Yes,Yes,101,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
WalG838248,Male,Home,34,Yes,No,Yes,Yes,No,Yes,89,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
WalG838249,Male,PO Box,64,Yes,Yes,Yes,No,No,Yes,104,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
WalG838249,Female,Apartment,53,Yes,Yes,Yes,Yes,Yes,Yes,82,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
WalG838250,Male,Apartment,22,Yes,Yes,Yes,Yes,Yes,Yes,104,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838252,Male,Home,25,Yes,Yes,Yes,Yes,Yes,Yes,27,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838253,Female,Home,26,Yes,Yes,Yes,Yes,No,Yes,26,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
WalG838253,Male,Apartment,44,Yes,Yes,Yes,No,Yes,Yes,42,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838254,Female,Apartment,75,Yes,Yes,Yes,Yes,No,Yes,39,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838254,Male,Apartment,48,Yes,Yes,Yes,Yes,Yes,Yes,44,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
WalG838255,Male,Home,65,Yes,Yes,Yes,Yes,Yes,Yes,64,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838257,Male,Apartment,51,Yes,Yes,Yes,Yes,No,Yes,47,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
WalG838258,Male,Apartment,45,Yes,Yes,Yes,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes
WalG838259,Female,Apartment,49,Yes,Yes,Yes,Yes,Yes,Yes,98,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
WalG838270,Unknown,Apartment,50,Yes,Yes,Yes,Yes,No,Yes,41,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838272,Male,Home,35,Yes,Yes,Yes,Yes,Yes,Yes,42,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838273,Male,Apartment,56,Yes,Yes,Yes,No,Yes,Yes,33,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes
WalG838273,Female,Home,52,Yes,Yes,Yes,No,Yes,Yes,80,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
WalG838274,Male,Home,66,Yes,Yes,Yes,Yes,Yes,Yes,42,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838274,Female,Apartment,66,Yes,Yes,Yes,No,Yes,Yes,48,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838275,Male,Home,58,Yes,Yes,Yes,Yes,No,Yes,40,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
WalG838277,Female,PO Box,38,Yes,Yes,Yes,Yes,Yes,Yes,81,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838278,Female,Apartment,62,Yes,Yes,Yes,No,Yes,Yes,62,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
WalG838279,Unknown,Apartment,76,No,No,Yes,Yes,Yes,Yes,50,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes
WalG838280,Female,PO Box,75,Yes,Yes,Yes,No,Yes,Yes,32,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838282,Male,Apartment,59,Yes,Yes,Yes,Yes,No,Yes,34,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838283,Male,Apartment,64,Yes,Yes,Yes,Yes,Yes,Yes,87,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838283,Male,Apartment,42,No,Yes,Yes,Yes,Yes,Yes,76,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
WalG838284,Unknown,Home,58,Yes,Yes,Yes,Yes,Yes,Yes,45,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
WalG838284,Female,Home,74,Yes,Yes,Yes,No,No,No,81,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838285,Male,Home,46,Yes,Yes,Yes,Yes,Yes,Yes,53,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838287,Female,Home,31,Yes,Yes,Yes,Yes,No,Yes,35,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838288,Female,PO Box,47,Yes,Yes,Yes,Yes,Yes,Yes,95,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
WalG838289,Female,Home,78,Yes,Yes,Yes,Yes,Yes,Yes,81,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838290,Male,Apartment,24,Yes,Yes,Yes,Yes,Yes,Yes,61,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
WalG838292,Unknown,Home,55,Yes,Yes,Yes,Yes,No,Yes,64,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838293,Female,PO Box,71,Yes,Yes,Yes,No,Yes,Yes,48,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
WalG838293,Male,Apartment,39,Yes,Yes,Yes,Yes,No,Yes,57,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
WalG838294,Male,Home,67,Yes,Yes,Yes,Yes,Yes,Yes,85,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
WalG838294,Female,PO Box,67,Yes,Yes,Yes,Yes,No,Yes,93,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838295,Female,Home,59,Yes,Yes,Yes,Yes,No,Yes,29,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838297,Female,Home,68,Yes,Yes,Yes,Yes,Yes,Yes,56,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
WalG838298,Female,Home,25,Yes,Yes,Yes,Yes,Yes,Yes,34,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838299,Male,Home,31,Yes,Yes,Yes,Yes,Yes,Yes,67,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
WalG838300,Male,Apartment,34,Yes,Yes,Yes,Yes,Yes,No,89,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
WalG838300,Male,Home,49,Yes,Yes,Yes,Yes,Yes,Yes,95,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838302,Male,Apartment,24,Yes,No,Yes,Yes,Yes,Yes,104,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No
WalG838302,Male,Apartment,48,Yes,Yes,Yes,Yes,Yes,Yes,81,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838303,Unknown,Home,63,Yes,Yes,Yes,Yes,Yes,Yes,41,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No
WalG838303,Female,Home,54,Yes,Yes,Yes,Yes,Yes,Yes,96,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
WalG838303,Male,Home,77,Yes,Yes,Yes,Yes,Yes,Yes,26,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838303,Male,PO Box,32,Yes,Yes,Yes,Yes,Yes,Yes,41,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838304,Unknown,Home,23,Yes,Yes,Yes,Yes,Yes,Yes,63,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
WalG838304,Male,Apartment,27,Yes,Yes,Yes,Yes,Yes,Yes,40,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
WalG838304,Female,Home,63,Yes,Yes,Yes,No,Yes,Yes,33,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838304,Female,Home,29,Yes,Yes,Yes,Yes,Yes,Yes,86,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838305,Male,Apartment,59,Yes,Yes,Yes,Yes,Yes,Yes,48,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
WalG838305,Male,Apartment,27,Yes,Yes,Yes,Yes,Yes,Yes,46,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
WalG838307,Male,Home,39,Yes,Yes,Yes,Yes,Yes,Yes,33,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
WalG838307,Unknown,Home,33,Yes,Yes,Yes,Yes,Yes,Yes,68,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838308,Male,Home,56,Yes,Yes,No,Yes,Yes,Yes,32,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No
WalG838308,Male,Home,69,Yes,Yes,Yes,Yes,Yes,Yes,32,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
WalG838309,Female,Home,70,No,No,Yes,Yes,Yes,No,87,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No
WalG838309,Female,PO Box,38,Yes,Yes,Yes,Yes,Yes,Yes,78,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838320,Male,Apartment,62,Yes,Yes,Yes,Yes,Yes,Yes,45,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
WalG838320,Male,Home,44,Yes,Yes,Yes,Yes,Yes,Yes,44,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838322,Female,Apartment,59,Yes,No,Yes,Yes,Yes,Yes,45,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No
WalG838322,Male,Apartment,75,Yes,Yes,Yes,No,Yes,Yes,43,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838323,Male,Apartment,52,Yes,Yes,Yes,Yes,Yes,Yes,50,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
WalG838323,Unknown,Home,73,No,Yes,Yes,Yes,Yes,Yes,38,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No
WalG838323,Male,Apartment,65,Yes,Yes,Yes,Yes,Yes,Yes,97,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
WalG838323,Male,Apartment,52,Yes,Yes,Yes,No,No,Yes,76,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838324,Male,Home,72,No,Yes,Yes,Yes,Yes,Yes,97,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No
WalG838324,Male,Apartment,48,Yes,Yes,Yes,Yes,Yes,Yes,101,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No
WalG838324,Female,Apartment,72,Yes,Yes,Yes,No,Yes,Yes,67,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838324,Female,Home,49,Yes,Yes,Yes,Yes,Yes,Yes,82,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838325,Male,Home,63,Yes,Yes,Yes,Yes,Yes,Yes,98,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
WalG838325,Male,Home,58,Yes,Yes,Yes,Yes,Yes,Yes,50,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838327,Male,Home,41,Yes,Yes,Yes,Yes,No,Yes,39,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
WalG838327,Female,Home,75,Yes,Yes,Yes,Yes,Yes,Yes,86,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838328,Female,Home,53,Yes,Yes,No,Yes,Yes,Yes,45,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No
WalG838328,Male,Home,61,Yes,Yes,Yes,Yes,Yes,Yes,61,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
WalG838329,Male,Home,61,No,Yes,Yes,Yes,Yes,Yes,76,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No
WalG838329,Male,Apartment,59,Yes,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838330,Unknown,Home,40,Yes,Yes,Yes,Yes,Yes,Yes,92,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
WalG838330,Male,Apartment,49,Yes,No,Yes,Yes,Yes,Yes,51,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
WalG838330,Male,Home,32,Yes,Yes,Yes,Yes,No,Yes,48,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838330,Male,Home,70,Yes,Yes,Yes,Yes,Yes,Yes,87,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838332,Female,PO Box,47,No,Yes,Yes,Yes,Yes,Yes,56,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No
WalG838332,Female,Home,24,Yes,No,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
WalG838332,Male,Apartment,66,Yes,Yes,Yes,Yes,No,Yes,87,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
WalG838332,Female,Apartment,22,Yes,Yes,Yes,Yes,Yes,Yes,82,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838333,Male,Home,28,Yes,No,Yes,Yes,Yes,No,82,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No
WalG838333,Male,Home,50,Yes,No,Yes,Yes,No,No,51,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
WalG838333,Female,PO Box,66,Yes,Yes,Yes,Yes,Yes,Yes,57,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
WalG838333,Unknown,Apartment,60,No,Yes,Yes,Yes,Yes,Yes,73,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No
WalG838333,Female,Home,44,Yes,Yes,Yes,No,Yes,Yes,84,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
WalG838333,Male,Home,35,Yes,No,Yes,No,Yes,Yes,65,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
WalG838333,Female,Apartment,36,Yes,Yes,Yes,Yes,Yes,Yes,34,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838333,Male,Home,59,Yes,Yes,Yes,No,Yes,Yes,34,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
WalG838334,Female,Home,45,Yes,Yes,No,Yes,Yes,No,48,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
WalG838334,Female,Home,23,Yes,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
WalG838334,Male,Home,52,Yes,Yes,Yes,Yes,Yes,No,55,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
WalG838334,Female,Apartment,30,Yes,No,Yes,Yes,Yes,Yes,86,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No
WalG838334,Female,Home,45,Yes,Yes,Yes,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes
WalG838334,Male,PO Box,49,Yes,Yes,Yes,No,Yes,Yes,37,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838334,Male,Apartment,30,Yes,Yes,Yes,No,Yes,Yes,50,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838334,Male,Home,51,Yes,Yes,Yes,Yes,Yes,Yes,99,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838335,Female,Apartment,64,Yes,Yes,Yes,Yes,Yes,Yes,65,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
WalG838335,Male,PO Box,60,No,No,No,Yes,Yes,Yes,77,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No
WalG838335,Male,Home,32,Yes,Yes,Yes,Yes,Yes,Yes,58,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838335,Female,Apartment,27,Yes,Yes,Yes,Yes,Yes,Yes,49,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838337,Male,Apartment,27,Yes,No,Yes,Yes,Yes,Yes,44,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
WalG838337,Female,PO Box,64,Yes,No,No,No,No,Yes,57,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No
WalG838337,Male,Apartment,59,Yes,Yes,Yes,No,Yes,Yes,92,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
WalG838337,Female,PO Box,65,Yes,Yes,Yes,No,Yes,Yes,98,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838338,Female,PO Box,47,Yes,Yes,Yes,Yes,Yes,Yes,46,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
WalG838338,Male,Home,33,Yes,Yes,Yes,Yes,Yes,Yes,34,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No
WalG838338,Male,Apartment,34,Yes,Yes,Yes,Yes,Yes,Yes,41,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
WalG838338,Female,Apartment,48,Yes,Yes,Yes,Yes,Yes,Yes,71,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
WalG838338,Male,Apartment,64,Yes,Yes,Yes,Yes,Yes,Yes,70,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No
WalG838338,Unknown,Apartment,61,No,Yes,Yes,Yes,Yes,No,57,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No
WalG838338,Female,Home,40,Yes,Yes,Yes,No,Yes,Yes,102,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838338,Female,Home,55,Yes,Yes,Yes,Yes,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838338,Male,Apartment,52,Yes,Yes,Yes,Yes,No,Yes,60,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838338,Female,PO Box,33,Yes,Yes,Yes,No,Yes,No,98,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838338,Female,Home,33,Yes,Yes,Yes,Yes,No,Yes,81,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838338,Female,Apartment,25,Yes,Yes,Yes,No,Yes,Yes,37,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838339,Male,Apartment,65,Yes,Yes,Yes,Yes,Yes,No,40,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
WalG838339,Male,Apartment,60,Yes,Yes,Yes,Yes,Yes,No,52,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No
WalG838339,Female,Home,55,Yes,Yes,Yes,Yes,Yes,Yes,97,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838339,Female,Apartment,37,Yes,Yes,Yes,Yes,No,No,91,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes
WalG838340,Female,Apartment,49,Yes,No,Yes,Yes,Yes,No,71,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No
WalG838340,Male,Apartment,36,Yes,Yes,Yes,Yes,Yes,No,44,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
WalG838340,Male,Home,27,Yes,Yes,Yes,No,Yes,Yes,64,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838340,Female,Apartment,46,No,Yes,Yes,Yes,Yes,Yes,55,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
WalG838342,Male,Apartment,35,Yes,Yes,Yes,Yes,Yes,Yes,81,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
WalG838342,Male,Apartment,68,Yes,Yes,Yes,Yes,Yes,Yes,30,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No
WalG838342,Female,Apartment,35,Yes,Yes,Yes,No,Yes,Yes,58,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
WalG838342,Female,Apartment,42,Yes,Yes,Yes,No,Yes,Yes,67,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838343,Male,Apartment,69,Yes,Yes,No,Yes,Yes,Yes,97,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
WalG838343,Male,Home,47,Yes,Yes,Yes,Yes,Yes,Yes,31,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
WalG838343,Male,Home,42,Yes,Yes,No,Yes,Yes,Yes,60,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No
WalG838343,Male,Home,65,No,Yes,Yes,Yes,Yes,Yes,27,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No
WalG838343,Female,Home,54,Yes,Yes,Yes,Yes,Yes,Yes,57,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838343,Male,Home,48,Yes,Yes,Yes,Yes,Yes,Yes,55,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838343,Male,Apartment,59,Yes,Yes,Yes,Yes,No,Yes,33,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838343,Female,Home,40,Yes,Yes,Yes,Yes,Yes,Yes,45,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838345,Female,Apartment,25,Yes,Yes,Yes,Yes,Yes,Yes,103,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
WalG838345,Male,Home,45,Yes,Yes,No,Yes,Yes,Yes,89,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
WalG838345,Female,Home,36,Yes,Yes,Yes,No,Yes,Yes,26,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
WalG838345,Female,Home,63,Yes,Yes,Yes,Yes,Yes,Yes,34,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
